,PERSON_ID,FIRST_NAME,LAST_NAME,DISPLAY_FIRST_LAST,DISPLAY_LAST_COMMA_FIRST,DISPLAY_FI_LAST,PLAYER_SLUG,BIRTHDATE,SCHOOL,COUNTRY,LAST_AFFILIATION,HEIGHT,WEIGHT,SEASON_EXP,JERSEY,POSITION,ROSTERSTATUS,GAMES_PLAYED_CURRENT_SEASON_FLAG,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CODE,TEAM_CITY,PLAYERCODE,FROM_YEAR,TO_YEAR,DLEAGUE_FLAG,NBA_FLAG,GAMES_PLAYED_FLAG,DRAFT_YEAR,DRAFT_ROUND,DRAFT_NUMBER,GREATEST_75_FLAG
1011,1630224,Jalen,Green,Jalen Green,"Green, Jalen",J. Green,jalen-green,2002-02-09T00:00:00,NBA G League Ignite,USA,NBA G League Ignite/USA,6-4,186,4,4,Guard,Active,N,1610612756,Suns,PHX,suns,Phoenix,jalen_green,2021,2025,Y,Y,Y,2021,1,2,N
1012,1641931,Onuralp,Bitim,Onuralp Bitim,"Bitim, Onuralp",O. Bitim,onuralp-bitim,1999-03-31T00:00:00,Bursaspor,Turkey,Bursaspor/Turkey,6-6,215,2,17,Forward,Inactive,Y,1610612741,Bulls,CHI,bulls,Chicago,onuralp_bitim,2023,2023,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
1013,1631103,Malaki,Branham,Malaki Branham,"Branham, Malaki",M. Branham,malaki-branham,2003-05-12T00:00:00,Ohio State,USA,Ohio State/USA,6-4,180,3,8,Forward,Active,Y,1610612764,Wizards,WAS,wizards,Washington,malaki_branham,2022,2025,Y,Y,Y,2022,1,20,N
1014,1630532,Franz,Wagner,Franz Wagner,"Wagner, Franz",F. Wagner,franz-wagner,2001-08-27T00:00:00,Michigan,Germany,Michigan/Germany,6-10,220,4,22,Forward,Active,Y,1610612753,Magic,ORL,magic,Orlando,franz_wagner,2021,2025,N,Y,Y,2021,1,8,N
1015,1631120,JD,Davison,JD Davison,"Davison, JD",J. Davison,jd-davison,2002-10-03T00:00:00,Alabama,USA,Alabama/USA,6-1,195,3,20,Guard,Active,Y,1610612745,Rockets,HOU,rockets,Houston,jd_davison,2022,2025,Y,Y,Y,2022,2,53,N
1016,1631121,Bryce,McGowens,Bryce McGowens,"McGowens, Bryce",B. McGowens,bryce-mcgowens,2002-11-08T00:00:00,Nebraska,USA,Nebraska/USA,6-6,190,3,11,Guard,Active,Y,1610612740,Pelicans,NOP,pelicans,New Orleans,bryce_mcgowens,2022,2025,Y,Y,Y,2022,2,40,N
1017,1631212,Peyton,Watson,Peyton Watson,"Watson, Peyton",P. Watson,peyton-watson,2002-09-11T00:00:00,UCLA,USA,UCLA/USA,6-8,200,3,8,Guard,Active,Y,1610612743,Nuggets,DEN,nuggets,Denver,peyton_watson,2022,2025,Y,Y,Y,2022,1,30,N
1018,1631254,Kenneth,Lofton Jr.,Kenneth Lofton Jr.,"Lofton Jr., Kenneth",K. Lofton Jr.,kenneth-lofton-jr,2002-08-14T00:00:00,Louisiana Tech,USA,Louisiana Tech/USA,6-6,275,3,35,Forward,Inactive,Y,1610612762,Jazz,UTA,jazz,Utah,kenneth_lofton_jr,2022,2023,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
1019,1630181,R.J.,Hampton,R.J. Hampton,"Hampton, R.J.",R. Hampton,rj-hampton,2001-02-07T00:00:00,Capital City Go-Go,USA,New Zealand Breakers/USA,6-4,175,4,,Guard,Inactive,N,0,,,,,rj_hampton,2020,2023,Y,Y,Y,2020,1,24,N
1020,1631157,Ryan,Rollins,Ryan Rollins,"Rollins, Ryan",R. Rollins,ryan-rollins,2002-07-03T00:00:00,Toledo,USA,Toledo/USA,6-3,180,3,13,Guard,Active,Y,1610612749,Bucks,MIL,bucks,Milwaukee,ryan_rollins,2022,2025,Y,Y,Y,2022,2,44,N
1021,1631111,Wendell,Moore Jr.,Wendell Moore Jr.,"Moore Jr., Wendell",W. Moore Jr.,wendell-moore-jr,2001-09-18T00:00:00,Duke,USA,Duke/USA,6-5,215,4,9,Guard,Inactive,Y,1610612766,Hornets,CHA,hornets,Charlotte,wendell_moore,2022,2024,Y,Y,Y,2022,1,26,N
1022,1630525,David,Johnson,David Johnson,"Johnson, David",D. Johnson,david-johnson,2001-02-26T00:00:00,Louisville,USA,Louisville/USA,6-4,203,2,13,Guard,Inactive,N,1610612761,Raptors,TOR,raptors,Toronto,david_johnson,2021,2021,Y,Y,Y,2021,2,47,N
1023,1631214,Alondes,Williams,Alondes Williams,"Williams, Alondes",A. Williams,alondes-williams,1999-06-19T00:00:00,Wake Forest,USA,Wake Forest/USA,6-4,210,4,,Guard,Inactive,Y,0,,,,,alondes_williams,2022,2024,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
1024,1631495,Donovan,Williams,Donovan Williams,"Williams, Donovan",D. Williams,donovan-williams,2001-09-06T00:00:00,UNLV,USA,UNLV/USA,6-6,190,2,,Guard,Inactive,N,1610612737,Hawks,ATL,hawks,Atlanta,donovan_williams,2022,2022,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
1025,1642368,N'Faly,Dante,N'Faly Dante,"Dante, N'Faly",N. Dante,nfaly-dante,2001-10-19T00:00:00,Oregon,Mali,Oregon/Mali,6-11,230,1,12,Center,Active,Y,1610612737,Hawks,ATL,hawks,Atlanta,nfaly_dante,2024,2025,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
1026,1630537,Chris,Duarte,Chris Duarte,"Duarte, Chris",C. Duarte,chris-duarte,1997-06-13T00:00:00,Oregon,Dominican Republic,Oregon/Dominican Republic,6-5,190,3,,Guard,Inactive,Y,0,,,,,chris_duarte,2021,2024,Y,Y,Y,2021,1,13,N
1027,1642461,Spencer,Jones,Spencer Jones,"Jones, Spencer",S. Jones,spencer-jones,2001-06-14T00:00:00,Stanford,USA,Stanford/USA,6-7,225,1,21,Forward,Active,Y,1610612743,Nuggets,DEN,nuggets,Denver,spencer_jones,2024,2025,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
1028,1642382,Branden,Carlson,Branden Carlson,"Carlson, Branden",B. Carlson,branden-carlson,1999-06-14T00:00:00,Utah,USA,Utah/USA,7-0,220,1,15,Center,Active,Y,1610612760,Thunder,OKC,thunder,Oklahoma City,branden_carlson,2024,2025,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
1029,1631210,Jacob,Toppin,Jacob Toppin,"Toppin, Jacob",J. Toppin,jacob-toppin,2000-05-08T00:00:00,Kentucky,USA,Kentucky/USA,6-9,200,2,0,Forward,Active,Y,1610612737,Hawks,ATL,hawks,Atlanta,jacob_toppin,2023,2025,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
1030,1630577,Julian,Champagnie,Julian Champagnie,"Champagnie, Julian",J. Champagnie,julian-champagnie,2001-06-29T00:00:00,St. John's,USA,St. John's/USA,6-7,217,3,30,Forward,Active,Y,1610612759,Spurs,SAS,spurs,San Antonio,julian_champagnie,2022,2025,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
1031,1630538,Bones,Hyland,Bones Hyland,"Hyland, Bones",B. Hyland,bones-hyland,2000-09-14T00:00:00,Virginia Commonwealth,USA,Virginia Commonwealth/USA,6-2,169,4,8,Guard,Active,Y,1610612750,Timberwolves,MIN,timberwolves,Minnesota,nahshon_hyland,2021,2025,Y,Y,Y,2021,1,26,N
1032,1641810,Antonio,Reeves,Antonio Reeves,"Reeves, Antonio",A. Reeves,antonio-reeves,2000-11-20T00:00:00,Kentucky,USA,Kentucky/USA,6-5,205,1,12,Guard,Active,Y,1610612766,Hornets,CHA,hornets,Charlotte,antonio_reeves,2024,2025,Y,Y,Y,2024,2,47,N
1033,1631222,Jake,LaRavia,Jake LaRavia,"LaRavia, Jake",J. LaRavia,jake-laravia,2001-11-03T00:00:00,Wake Forest,USA,Wake Forest/USA,6-7,235,3,12,Forward,Active,Y,1610612747,Lakers,LAL,lakers,Los Angeles,jake_laravia,2022,2025,Y,Y,Y,2022,1,19,N
1034,1642402,Enrique,Freeman,Enrique Freeman,"Freeman, Enrique",E. Freeman,enrique-freeman,2000-07-29T00:00:00,Akron,USA,Akron/USA,6-9,220,1,25,Forward,Active,Y,1610612750,Timberwolves,MIN,timberwolves,Minnesota,enrique_freeman,2024,2025,Y,Y,Y,2024,2,50,N
1035,1630311,Pat,Spencer,Pat Spencer,"Spencer, Pat",P. Spencer,pat-spencer,1996-07-04T00:00:00,Northwestern,USA,Northwestern/USA,6-2,205,2,61,Guard,Active,Y,1610612744,Warriors,GSW,warriors,Golden State,pat_spencer,2023,2025,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
1036,1631245,Quenton,Jackson,Quenton Jackson,"Jackson, Quenton",Q. Jackson,quenton-jackson,1998-09-15T00:00:00,Texas A&M,USA,Texas A&M/USA,6-4,173,3,29,Guard,Active,Y,1610612754,Pacers,IND,pacers,Indiana,quenton_jackson,2022,2025,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
1037,1642384,Isaiah,Crawford,Isaiah Crawford,"Crawford, Isaiah",I. Crawford,isaiah-crawford,2001-11-01T00:00:00,Louisiana Tech,USA,Louisiana Tech/USA,6-6,220,1,24,Forward,Active,Y,1610612745,Rockets,HOU,rockets,Houston,isaiah_crawford,2024,2025,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
1038,1631338,Mouhamadou,Gueye,Mouhamadou Gueye,"Gueye, Mouhamadou",M. Gueye,mouhamadou-gueye,1998-07-06T00:00:00,Pittsburgh,USA,Pittsburgh/USA,6-9,210,2,16,Forward,Inactive,Y,1610612761,Raptors,TOR,raptors,Toronto,mouhamadou_gueye,2023,2023,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
1039,1641803,Tristen,Newton,Tristen Newton,"Newton, Tristen",T. Newton,tristen-newton,2001-04-26T00:00:00,Connecticut,USA,Connecticut/USA,6-5,190,2,13,Guard,Inactive,Y,1610612750,Timberwolves,MIN,timberwolves,Minnesota,tristen_newton,2024,2024,Y,Y,Y,2024,2,49,N
1040,1642389,Zyon,Pullin,Zyon Pullin,"Pullin, Zyon",Z. Pullin,zyon-pullin,2001-03-03T00:00:00,Florida,USA,Florida/USA,6-4,206,2,,Guard,Inactive,Y,1610612763,Grizzlies,MEM,grizzlies,Memphis,zyon_pullin,2024,2024,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
1041,1642366,Quinten,Post,Quinten Post,"Post, Quinten",Q. Post,quinten-post,2000-03-21T00:00:00,Boston College,Netherlands,Boston College/Netherlands,7-0,238,1,21,Center,Active,Y,1610612744,Warriors,GSW,warriors,Golden State,quinten_post,2024,2025,Y,Y,Y,2024,2,52,N
1042,1631223,David,Roddy,David Roddy,"Roddy, David",D. Roddy,david-roddy,2001-03-27T00:00:00,Colorado State,USA,Colorado State/USA,6-4,255,4,45,Forward,Inactive,Y,1610612745,Rockets,HOU,rockets,Houston,david_roddy,2022,2024,Y,Y,Y,2022,1,23,N
1043,1631115,Orlando,Robinson,Orlando Robinson,"Robinson, Orlando",O. Robinson,orlando-robinson,2000-07-10T00:00:00,Fresno State,USA,Fresno State/USA,6-10,235,3,21,Center,Active,Y,1610612753,Magic,ORL,magic,Orlando,orlando_robinson,2022,2025,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
1044,1630583,Santi,Aldama,Santi Aldama,"Aldama, Santi",S. Aldama,santi-aldama,2001-01-10T00:00:00,Loyola-Maryland,Spain,Loyola-Maryland/Spain,7-0,215,4,7,Forward-Center,Active,Y,1610612763,Grizzlies,MEM,grizzlies,Memphis,santi_aldama,2021,2025,Y,Y,Y,2021,1,30,N
1045,1631114,Jalen,Williams,Jalen Williams,"Williams, Jalen",J. Williams,jalen-williams,2001-04-14T00:00:00,Santa Clara,USA,Santa Clara/USA,6-5,211,3,8,Guard-Forward,Active,N,1610612760,Thunder,OKC,thunder,Oklahoma City,jalen_williams,2022,2025,N,Y,Y,2022,1,12,N
1046,1631248,Baylor,Scheierman,Baylor Scheierman,"Scheierman, Baylor",B. Scheierman,baylor-scheierman,2000-09-26T00:00:00,Creighton,USA,Creighton/USA,6-6,205,1,55,Guard,Active,Y,1610612738,Celtics,BOS,celtics,Boston,baylor_scheierman,2024,2025,Y,Y,Y,2024,1,30,N
1047,1630162,Anthony,Edwards,Anthony Edwards,"Edwards, Anthony",A. Edwards,anthony-edwards,2001-08-05T00:00:00,Georgia,USA,Georgia/USA,6-4,225,5,5,Guard,Active,Y,1610612750,Timberwolves,MIN,timberwolves,Minnesota,anthony_edwards,2020,2025,N,Y,Y,2020,1,1,N
1048,1631200,Kris,Murray,Kris Murray,"Murray, Kris",K. Murray,kris-murray,2000-08-19T00:00:00,Iowa,USA,Iowa/USA,6-8,218,2,24,Forward,Active,Y,1610612757,Trail Blazers,POR,blazers,Portland,kris_murray,2023,2025,Y,Y,Y,2023,1,23,N
1049,1631099,Keegan,Murray,Keegan Murray,"Murray, Keegan",K. Murray,keegan-murray,2000-08-19T00:00:00,Iowa,USA,Iowa/USA,6-8,225,3,13,Forward,Active,Y,1610612758,Kings,SAC,kings,Sacramento,keegan_murray,2022,2025,N,Y,Y,2022,1,4,N
1050,1641765,Olivier-Maxence,Prosper,Olivier-Maxence Prosper,"Prosper, Olivier-Maxence",O. Prosper,olivier-maxence-prosper,2002-07-03T00:00:00,Marquette,Canada,Marquette/Canada,6-7,230,2,8,Forward,Active,Y,1610612763,Grizzlies,MEM,grizzlies,Memphis,olivier-maxence_prosper,2023,2025,Y,Y,Y,2023,1,24,N
1051,1641787,Tosan,Evbuomwan,Tosan Evbuomwan,"Evbuomwan, Tosan",T. Evbuomwan,tosan-evbuomwan,2001-02-16T00:00:00,Princeton,United Kingdom,Princeton/United Kingdom,6-8,217,2,20,Forward,Active,Y,1610612752,Knicks,NYK,knicks,New York,tosan_evbuomwan,2023,2025,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
1052,1641744,Zach,Edey,Zach Edey,"Edey, Zach",Z. Edey,zach-edey,2002-05-14T00:00:00,Purdue,Canada,Purdue/Canada,7-3,305,1,14,Center,Active,N,1610612763,Grizzlies,MEM,grizzlies,Memphis,zach_edey,2024,2025,N,Y,Y,2024,1,9,N
1053,1642345,Oso,Ighodaro,Oso Ighodaro,"Ighodaro, Oso",O. Ighodaro,oso-ighodaro,2002-07-14T00:00:00,Marquette,USA,Marquette/USA,6-11,235,1,11,Forward,Active,Y,1610612756,Suns,PHX,suns,Phoenix,oso_ighodaro,2024,2025,Y,Y,Y,2024,2,40,N
1054,1641796,Pelle,Larsson,Pelle Larsson,"Larsson, Pelle",P. Larsson,pelle-larsson,2001-02-23T00:00:00,Arizona,Sweden,Arizona/Sweden,6-5,215,1,9,Guard,Active,Y,1610612748,Heat,MIA,heat,Miami,pelle_larsson,2024,2025,Y,Y,Y,2024,2,44,N
1055,1631110,Jeremy,Sochan,Jeremy Sochan,"Sochan, Jeremy",J. Sochan,jeremy-sochan,2003-05-20T00:00:00,Baylor,Poland,Baylor/Poland,6-8,230,3,10,Forward,Active,N,1610612759,Spurs,SAS,spurs,San Antonio,jeremy_sochan,2022,2025,N,Y,Y,2022,1,9,N
1056,1630197,Aleksej,Pokusevski,Aleksej Pokusevski,"Pokusevski, Aleksej",A. Pokusevski,aleksej-pokusevski,2001-12-26T00:00:00,Olympiacos,Serbia,Olympiacos/Serbia,7-0,210,5,17,Forward,Inactive,N,1610612766,Hornets,CHA,hornets,Charlotte,aleksej_pokusevski,2020,2023,Y,Y,Y,2020,1,17,N
1057,1630166,Deni,Avdija,Deni Avdija,"Avdija, Deni",D. Avdija,deni-avdija,2001-01-03T00:00:00,Maccabi Tel Aviv,Israel,Maccabi Tel Aviv/Israel,6-8,228,5,8,Forward,Active,Y,1610612757,Trail Blazers,POR,blazers,Portland,deni_avdija,2020,2025,N,Y,Y,2020,1,9,N
1058,1630206,Jay,Scrubb,Jay Scrubb,"Scrubb, Jay",J. Scrubb,jay-scrubb,2000-09-01T00:00:00,John A. Logan,USA,John A. Logan/USA,6-5,220,4,,Guard,Inactive,N,0,,,,,jay_scrubb,2020,2022,Y,Y,Y,2020,2,55,N
1059,1630165,Killian,Hayes,Killian Hayes,"Hayes, Killian",K. Hayes,killian-hayes,2001-07-27T00:00:00,Ratiopharm Ulm,France,Ratiopharm Ulm/France,6-5,195,6,,Guard,Inactive,Y,0,,,,,killian_hayes,2020,2024,Y,Y,Y,2020,1,7,N
1060,1630195,Leandro,Bolmaro,Leandro Bolmaro,"Bolmaro, Leandro",L. Bolmaro,leandro-bolmaro,2000-09-11T00:00:00,FC Barcelona,Argentina,FC Barcelona/Argentina,6-6,200,2,,Forward,Inactive,N,0,,,,,leandro_bolmaro,2021,2022,Y,Y,Y,2020,1,23,N
1061,1630177,Theo,Maledon,Theo Maledon,"Maledon, Theo",T. Maledon,theo-maledon,2001-06-12T00:00:00,ASVEL,France,Asvel/France,6-4,175,4,,Guard,Inactive,N,0,,,,,theo_maledon,2020,2023,Y,Y,Y,2020,2,34,N
1062,1630250,Marko,Simonovic,Marko Simonovic,"Simonovic, Marko",M. Simonovic,marko-simonovic,1999-10-15T00:00:00,Mega Basket,Montenegro,Mega Basket/Montenegro,7-0,220,3,19,Center,Inactive,N,1610612741,Bulls,CHI,bulls,Chicago,marko_simonovic,2021,2022,Y,Y,Y,2020,2,44,N
1063,1631097,Bennedict,Mathurin,Bennedict Mathurin,"Mathurin, Bennedict",B. Mathurin,bennedict-mathurin,2002-06-19T00:00:00,Arizona,Canada,Arizona/Canada,6-5,210,3,00,Guard-Forward,Active,Y,1610612754,Pacers,IND,pacers,Indiana,bennedict_mathurin,2022,2025,N,Y,Y,2022,1,6,N
1064,1630703,Scoot,Henderson,Scoot Henderson,"Henderson, Scoot",S. Henderson,scoot-henderson,2004-02-03T00:00:00,NBA G League Ignite,USA,NBA G League Ignite/USA,6-3,207,2,00,Guard,Active,N,1610612757,Trail Blazers,POR,blazers,Portland,scoot_henderson,2021,2025,Y,Y,Y,2023,1,3,N
1065,1641733,Nick,Smith Jr.,Nick Smith Jr.,"Smith Jr., Nick",N. Smith Jr.,nick-smith-jr,2004-04-18T00:00:00,Arkansas,USA,Arkansas/USA,6-2,185,2,3,Guard,Active,Y,1610612747,Lakers,LAL,lakers,Los Angeles,nick_smith_jr,2023,2025,Y,Y,Y,2023,1,27,N
1066,1641726,Dereck,Lively II,Dereck Lively II,"Lively II, Dereck",D. Lively II,dereck-lively-ii,2004-02-12T00:00:00,Duke,USA,Duke/USA,7-1,230,2,2,Center,Active,Y,1610612742,Mavericks,DAL,mavericks,Dallas,dereck_lively_ii,2023,2025,N,Y,Y,2023,1,12,N
1067,1641775,Jordan,Walsh,Jordan Walsh,"Walsh, Jordan",J. Walsh,jordan-walsh,2004-03-03T00:00:00,Arkansas,USA,Arkansas/USA,6-6,205,2,27,Guard,Active,Y,1610612738,Celtics,BOS,celtics,Boston,jordan_walsh,2023,2025,Y,Y,Y,2023,2,38,N
1068,1641717,Cason,Wallace,Cason Wallace,"Wallace, Cason",C. Wallace,cason-wallace,2003-11-07T00:00:00,Kentucky,USA,Kentucky/USA,6-3,195,2,22,Guard,Active,Y,1610612760,Thunder,OKC,thunder,Oklahoma City,cason_wallace,2023,2025,N,Y,Y,2023,1,10,N
1069,1641723,Kobe,Bufkin,Kobe Bufkin,"Bufkin, Kobe",K. Bufkin,kobe-bufkin,2003-09-21T00:00:00,Michigan,USA,Michigan/USA,6-4,195,3,4,Guard,Inactive,Y,1610612737,Hawks,ATL,hawks,Atlanta,kobe_bufkin,2023,2024,Y,Y,Y,2023,1,15,N
1070,1642281,Jaylon,Tyson,Jaylon Tyson,"Tyson, Jaylon",J. Tyson,jaylon-tyson,2002-12-02T00:00:00,California,USA,California/USA,6-6,215,1,20,Guard-Forward,Active,Y,1610612739,Cavaliers,CLE,cavaliers,Cleveland,jaylon_tyson,2024,2025,Y,Y,Y,2024,1,20,N
1071,1631102,TyTy,Washington Jr.,TyTy Washington Jr.,"Washington Jr., TyTy",T. Washington Jr.,tyty-washington-jr,2001-11-15T00:00:00,Kentucky,USA,Kentucky/USA,6-3,195,4,14,Guard,Inactive,Y,1610612756,Suns,PHX,suns,Phoenix,tyty_washington,2022,2024,Y,Y,Y,2022,1,29,N
1072,1641722,Jordan,Hawkins,Jordan Hawkins,"Hawkins, Jordan",J. Hawkins,jordan-hawkins,2002-04-29T00:00:00,Connecticut,USA,Connecticut/USA,6-5,190,2,24,Guard,Active,Y,1610612740,Pelicans,NOP,pelicans,New Orleans,jordan_hawkins,2023,2025,Y,Y,Y,2023,1,14,N
1073,1642268,Isaiah,Collier,Isaiah Collier,"Collier, Isaiah",I. Collier,isaiah-collier,2004-10-08T00:00:00,Southern California,USA,Southern California/USA,6-4,210,1,8,Guard,Active,N,1610612762,Jazz,UTA,jazz,Utah,tmp_isaiah_collier,2024,2025,Y,Y,Y,2024,1,29,N
1074,1641842,Ronald,Holland II,Ronald Holland II,"Holland II, Ronald",R. Holland II,ronald-holland-ii,2005-07-07T00:00:00,NBA G League Ignite,USA,NBA G League Ignite/USA,6-8,206,1,5,Forward,Active,Y,1610612765,Pistons,DET,pistons,Detroit,ronald_holland_ii,2023,2025,Y,Y,Y,2024,1,5,N
1075,1642355,Bronny,James,Bronny James,"James, Bronny",B. James,bronny-james,2004-10-06T00:00:00,Southern California,USA,Southern California/USA,6-2,210,1,9,Guard,Active,Y,1610612747,Lakers,LAL,lakers,Los Angeles,tmp_bronny_james,2024,2025,Y,Y,Y,2024,2,55,N
1076,1642272,Jared,McCain,Jared McCain,"McCain, Jared",J. McCain,jared-mccain,2004-02-20T00:00:00,Duke,USA,Duke/USA,6-3,195,1,20,Guard,Active,N,1610612755,76ers,PHI,sixers,Philadelphia,tmp_jared_mccain,2024,2025,N,Y,Y,2024,1,16,N
1077,1642354,KJ,Simpson,KJ Simpson,"Simpson, KJ",K. Simpson,kj-simpson,2002-08-08T00:00:00,Colorado,USA,Colorado/USA,6-2,189,1,25,Guard,Active,Y,1610612766,Hornets,CHA,hornets,Charlotte,kj_simpson,2024,2025,Y,Y,Y,2024,2,42,N
1078,1631104,Blake,Wesley,Blake Wesley,"Wesley, Blake",B. Wesley,blake-wesley,2003-03-16T00:00:00,Notre Dame,USA,Notre Dame/USA,6-4,190,3,1,Guard,Active,Y,1610612757,Trail Blazers,POR,blazers,Portland,blake_wesley,2022,2025,Y,Y,Y,2022,1,25,N
1079,1631173,Terquavion,Smith,Terquavion Smith,"Smith, Terquavion",T. Smith,terquavion-smith,2002-12-31T00:00:00,North Carolina State,USA,North Carolina State/USA,6-4,160,2,23,Guard,Inactive,N,1610612755,76ers,PHI,sixers,Philadelphia,terquavion_smith,2023,2023,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
1080,1642266,Ja'Kobe,Walter,Ja'Kobe Walter,"Walter, Ja'Kobe",J. Walter,jakobe-walter,2004-09-04T00:00:00,Baylor,USA,Baylor/USA,6-4,180,1,14,Guard,Active,Y,1610612761,Raptors,TOR,raptors,Toronto,jakobe_walter,2024,2025,Y,Y,Y,2024,1,19,N
1081,1642265,Rob,Dillingham,Rob Dillingham,"Dillingham, Rob",R. Dillingham,rob-dillingham,2005-01-04T00:00:00,Kentucky,USA,Kentucky/USA,6-2,175,1,4,Guard,Active,Y,1610612750,Timberwolves,MIN,timberwolves,Minnesota,rob_dillingham,2024,2025,Y,Y,Y,2024,1,8,N
1082,1641721,Maxwell,Lewis,Maxwell Lewis,"Lewis, Maxwell",M. Lewis,maxwell-lewis,2002-07-27T00:00:00,Pepperdine,USA,Pepperdine/USA,6-7,215,3,27,Forward,Inactive,N,1610612751,Nets,BKN,nets,Brooklyn,maxwell_lewis,2023,2024,Y,Y,Y,2023,2,40,N
1083,1641798,Jaylen,Martin,Jaylen Martin,"Martin, Jaylen",J. Martin,jaylen-martin,2004-01-28T00:00:00,Overtime Elite,USA,Overtime Elite/USA,6-6,216,2,4,Guard,Inactive,N,1610612764,Wizards,WAS,wizards,Washington,jaylen_martin,2023,2024,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
1084,1641708,Amen,Thompson,Amen Thompson,"Thompson, Amen",A. Thompson,amen-thompson,2003-01-30T00:00:00,Overtime Elite,USA,Overtime Elite/USA,6-7,200,2,1,Guard-Forward,Active,Y,1610612745,Rockets,HOU,rockets,Houston,amen_thompson,2023,2025,Y,Y,Y,2023,1,4,N
1085,1641709,Ausar,Thompson,Ausar Thompson,"Thompson, Ausar",A. Thompson,ausar-thompson,2003-01-30T00:00:00,Overtime Elite,USA,Overtime Elite/USA,6-7,205,2,9,Guard-Forward,Active,Y,1610612765,Pistons,DET,pistons,Detroit,ausar_thompson,2023,2025,N,Y,Y,2023,1,5,N
1086,1642271,Kyle,Filipowski,Kyle Filipowski,"Filipowski, Kyle",K. Filipowski,kyle-filipowski,2003-11-07T00:00:00,Duke,USA,Duke/USA,6-11,250,1,22,Center,Active,Y,1610612762,Jazz,UTA,jazz,Utah,kyle_filipowski,2024,2025,Y,Y,Y,2024,2,32,N
1087,1641707,Taylor,Hendricks,Taylor Hendricks,"Hendricks, Taylor",T. Hendricks,taylor-hendricks,2003-11-22T00:00:00,Central Florida,USA,Central Florida/USA,6-9,215,2,0,Forward,Active,Y,1610612762,Jazz,UTA,jazz,Utah,taylor_hendricks,2023,2025,Y,Y,Y,2023,1,9,N
1088,1631169,Josh,Minott,Josh Minott,"Minott, Josh",J. Minott,josh-minott,2002-11-25T00:00:00,Memphis,USA,Memphis/USA,6-8,205,3,8,Forward,Active,Y,1610612738,Celtics,BOS,celtics,Boston,josh_minott,2022,2025,Y,Y,Y,2022,2,45,N
1089,1641790,PJ,Hall,PJ Hall,"Hall, PJ",P. Hall,pj-hall,2002-02-21T00:00:00,Clemson,USA,Clemson/USA,6-8,245,1,16,Center,Active,Y,1610612763,Grizzlies,MEM,grizzlies,Memphis,pj_hall,2024,2025,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
1090,1630552,Jalen,Johnson,Jalen Johnson,"Johnson, Jalen",J. Johnson,jalen-johnson,2001-12-18T00:00:00,Duke,USA,Duke/USA,6-8,219,4,1,Forward,Active,Y,1610612737,Hawks,ATL,hawks,Atlanta,jalen_johnson,2021,2025,Y,Y,Y,2021,1,20,N
1091,1631109,Mark,Williams,Mark Williams,"Williams, Mark",M. Williams,mark-williams,2001-12-16T00:00:00,Duke,USA,Duke/USA,7-1,240,3,15,Center,Active,Y,1610612756,Suns,PHX,suns,Phoenix,mark_williams,2022,2025,Y,Y,Y,2022,1,15,N
1092,1641854,Craig,Porter Jr.,Craig Porter Jr.,"Porter Jr., Craig",C. Porter Jr.,craig-porter-jr,2000-02-26T00:00:00,Wichita State,USA,Wichita State/USA,6-1,180,2,9,Guard,Active,Y,1610612739,Cavaliers,CLE,cavaliers,Cleveland,craig_porter,2023,2025,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
1093,1641741,Ricky,Council IV,Ricky Council IV,"Council IV, Ricky",R. Council IV,ricky-council-iv,2001-08-03T00:00:00,Arkansas,USA,Arkansas/USA,6-6,207,3,14,Guard,Inactive,N,1610612755,76ers,PHI,sixers,Philadelphia,ricky_council_iv,2023,2024,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
1094,1641766,Adama,Sanogo,Adama Sanogo,"Sanogo, Adama",A. Sanogo,adama-sanogo,2002-02-12T00:00:00,Connecticut,Mali,Connecticut/Mali,6-9,245,1,,Forward,Inactive,Y,0,,,,,adama_sanogo,2023,2024,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
